Surge,Sway,Heave,Roll,Pitch,Yaw
0.3877159401895875,0.5272183735129635,0.181822225,0.20841375959476174,0.2739657382576797,0.8009351924712128
0.36738705650555936,0.5404035983671194,0.24354147281517102,0.3406265080975795,0.2854748782827021,0.7435375773221994
0.35153878572589037,0.558737987,0.3178595014012901,0.39560605376924657,0.19532429090425146,0.7173874697573617
0.34641463754671886,0.5757306228083899,0.3512421950431477,0.42922545869606354,0.081650133,0.7116583481861166
0.34370012390226307,0.5932222958935454,0.3467072484287633,0.45293725709098226,-0.039977035,0.7212958278481291
0.33929788105078057,0.6083514180088538,0.3803914155711732,0.4281442245051703,-0.182428165,0.7253332069962777
0.33653648498975625,0.6149507279713154,0.43371058805733415,0.38437007494543696,-0.270320312,0.7141200307967323
0.3237420180913421,0.6128449799668811,0.4829559382292015,0.34676393625692875,-0.257588437,0.6988816582835868
0.3052699051808608,0.6035539808597958,0.5123126796445928,0.3222354595149197,-0.159052058,0.6841256668514596
0.28475069736073577,0.5966874874540645,0.4618420744260556,0.345778035,0.011423879264967542,0.6772443195431642
0.25934813919160415,0.5891881366501297,0.33591396212725555,0.4178993787988801,0.21664657878365573,0.653220978
0.2522390737341005,0.5734145830467188,0.17435898458920068,0.5192752589827342,0.39691998650381916,0.5958304492786548
0.2628520128615312,0.5673707776697189,-0.035331641,0.6311450033085833,0.4858420635041187,0.5381146252080423
0.28409956369256745,0.5710285632007609,-0.294139085,0.7039515032947565,0.4347202520341697,0.46312364839283215
0.32978602776225435,0.5696168861538441,-0.557707742,0.6965229458385923,0.25544392828967755,0.36146945754538046
0.3819829915697571,0.5751727377942967,-0.76055522,0.5617839449923684,-0.020096371,0.30423683260820633
0.42925331641836406,0.5865762588003688,-0.855555491,0.2648650389687359,-0.357458428,0.3040829072881304
0.47473091182531746,0.5928924239955616,-0.833140885,-0.137326493,-0.686364604,0.33207630585065073
0.5019253996400643,0.6030228507591031,-0.683130271,-0.561109993,-0.956254979,0.3926401671289017
0.5139003199782916,0.6184332836212849,-0.424140047,-0.927446158,-1.150580074,0.45185311017106794
0.5103174871656001,0.6337823007614086,-0.105148762,-1.150567544,-1.241698245,0.4606479249567026
0.48155305078812133,0.643138193,0.2416555994302489,-1.211313089,-1.224824451,0.40477456091392877
0.43694619067700924,0.639895178,0.5599864187558771,-1.120109783,-1.127190207,0.3039592559721691
0.3767446243711211,0.6343869133097733,0.8147678585535999,-0.895285281,-0.991914679,0.22134757682726947
0.3131453588339762,0.6304079076183663,1.0105983071458673,-0.600304872,-0.861261608,0.18655958241545337
