t,truth_x,truth_y,truth_z,truth_roll,truth_pitch,truth_yaw,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_roll,ekf_pitch,ekf_yaw,esekf_x,esekf_y,esekf_z,esekf_vx,esekf_vy,esekf_vz,esekf_roll,esekf_pitch,esekf_yaw,inekf_x,inekf_y,inekf_z,inekf_vx,inekf_vy,inekf_vz,inekf_roll,inekf_pitch,inekf_yaw
4.100000,-1.452590,1.638202,1.346257,-0.849298,-1.713690,1.609339,1.669329,1.305273,1.473706,0.283945,0.172440,0.651387,0.588849,0.272127,-0.592550,2.095396,1.049856,-0.113507,0.414956,0.435201,-0.399586,-0.982197,1.190271,-1.373192,1.784227,1.155139,1.056785,0.482110,0.497902,0.232099,0.741259,0.616202,-0.604847
4.200000,-1.541611,1.632590,1.354738,-0.793803,-1.664098,1.623260,1.689394,1.312447,1.531885,0.280383,0.099641,0.537845,0.812651,0.423760,-0.659821,2.141033,1.040083,-0.284752,0.199032,0.434694,-0.393943,-1.217688,1.257879,-1.866113,1.843989,1.112343,1.056379,0.458187,0.530399,0.160294,1.054083,0.793047,-0.503789
4.300000,-1.616162,1.636948,1.358869,-0.709201,-1.591642,1.628326,1.713557,1.323993,1.581482,0.331956,0.198444,0.404640,0.958549,0.462955,-0.702784,2.194259,1.037005,-0.370231,-0.003156,0.558388,-0.382694,-1.183758,1.227287,-2.020361,1.899318,1.086851,1.060981,0.482636,0.684448,0.108960,1.224348,0.865741,-0.483389
4.400000,-1.670813,1.661411,1.358837,-0.603467,-1.507642,1.626340,1.750575,1.351698,1.617898,0.457922,0.407386,0.265582,0.995465,0.400226,-0.713920,2.258911,1.030095,-0.441255,-0.161946,0.755654,-0.460484,-1.134329,1.090284,-2.034217,1.963147,1.090232,1.061665,0.574812,0.891987,0.060601,1.177455,0.860796,-0.595862
4.500000,-1.707576,1.712964,1.354943,-0.488217,-1.426183,1.621092,1.801309,1.406844,1.631635,0.606418,0.663237,0.068622,0.929736,0.294642,-0.696962,2.265417,1.058013,-0.554575,-0.382836,0.934983,-0.584436,-1.224979,0.917314,-2.026805,2.036554,1.130912,1.037554,0.699050,1.104711,-0.051390,0.999901,0.798174,-0.744168
4.600000,-1.733373,1.795317,1.344538,-0.374106,-1.354540,1.616102,1.862251,1.489213,1.615216,0.728700,0.876696,-0.223845,0.784705,0.168165,-0.670540,2.152958,1.165643,-0.658984,-0.712549,1.044671,-0.598809,-1.458884,0.798981,-2.042327,2.109418,1.209034,0.963322,0.795257,1.264851,-0.262832,0.759724,0.693680,-0.868371
4.700000,-1.755959,1.908230,1.325334,-0.271291,-1.294227,1.613561,1.933483,1.580874,1.569880,0.807054,0.930917,-0.551072,0.593753,0.039578,-0.658619,1.937789,1.369988,-0.646834,-0.990889,1.108671,-0.415864,-1.766723,0.785854,-2.121296,2.162360,1.310365,0.821800,0.810509,1.295778,-0.521368,0.486962,0.570094,-0.954304
4.800000,-1.783275,2.043795,1.297600,-0.186567,-1.246546,1.613189,2.019265,1.657890,1.505064,0.834742,0.802539,-0.767589,0.405422,-0.068986,-0.669811,1.727813,1.612616,-0.516738,-1.040559,1.128364,-0.208990,-2.032307,0.828723,-2.236191,2.184176,1.407798,0.632097,0.749455,1.173587,-0.704362,0.221407,0.442597,-1.008280
4.900000,-1.820649,2.185702,1.264498,-0.123267,-1.210474,1.612794,2.115144,1.710425,1.431368,0.819009,0.579132,-0.792265,0.251577,-0.174564,-0.694696,1.546612,1.832624,-0.380109,-0.913030,1.070408,-0.096651,-2.237033,0.837770,-2.348858,2.189235,1.474225,0.429288,0.678805,0.951933,-0.726361,0.002344,0.299002,-1.040753
5.000000,-1.867678,2.314915,1.234037,-0.081756,-1.186111,1.610344,2.210727,1.741696,1.361071,0.767027,0.387056,-0.616959,0.147760,-0.287991,-0.713376,1.385528,2.007623,-0.286518,-0.671811,0.963646,-0.095356,-2.389579,0.792449,-2.441785,2.203740,1.502204,0.248329,0.659376,0.731038,-0.559738,-0.139685,0.150578,-1.042511
5.100000,-1.920741,2.416437,1.213806,-0.056094,-1.175218,1.605149,2.292374,1.765373,1.312943,0.661183,0.315711,-0.276511,0.084340,-0.404682,-0.698939,1.254695,2.139474,-0.234110,-0.346337,0.836473,-0.226413,-2.498414,0.719525,-2.492987,2.233287,1.510745,0.113703,0.695399,0.592139,-0.224561,-0.217822,0.021659,-0.999535
5.200000,-1.976785,2.478064,1.209652,-0.040088,-1.177441,1.599333,2.349788,1.798109,1.306339,0.468837,0.388530,0.171109,0.083714,-0.483977,-0.642149,1.175581,2.224684,-0.234171,0.014652,0.704793,-0.493345,-2.534764,0.659901,-2.484112,2.276745,1.526613,0.053003,0.745368,0.574475,0.222598,-0.223086,-0.050664,-0.921553
5.300000,-2.033829,2.489342,1.226848,-0.029047,-1.191014,1.597360,2.373952,1.847228,1.354870,0.183231,0.481476,0.637611,0.182498,-0.451468,-0.559049,1.176612,2.281481,-0.276886,0.399482,0.581150,-0.785236,-2.442891,0.699546,-2.420102,2.324206,1.566940,0.091747,0.744576,0.623567,0.694955,-0.122909,-0.012551,-0.841257
5.400000,-2.091060,2.446732,1.263374,-0.013495,-1.208470,1.602759,2.391520,1.877198,1.427408,-0.054381,0.383302,1.084946,0.352315,-0.265500,-0.485588,1.254457,2.353587,-0.312175,0.845972,0.473225,-0.916747,-2.253019,0.905996,-2.358422,2.382388,1.603894,0.222726,0.690566,0.585029,1.137399,0.078150,0.155128,-0.764389
5.500000,-2.146282,2.354268,1.312612,0.016347,-1.215945,1.616533,2.428901,1.856274,1.503519,-0.096034,0.038362,1.421088,0.554201,0.027607,-0.459740,1.363737,2.503291,-0.246922,1.291978,0.390949,-0.763883,-2.249793,1.279874,-2.555795,2.472371,1.579304,0.391723,0.636368,0.362148,1.464748,0.367762,0.422074,-0.662633
5.600000,-2.194029,2.219933,1.369759,0.067702,-1.200390,1.636630,2.378328,1.840538,1.671518,-0.130074,-0.454554,1.473985,0.822901,0.290842,-0.459734,1.473528,2.714968,-0.056713,1.521817,0.270183,-0.461215,2.120820,1.368399,1.608090,2.588670,1.472757,0.505387,0.611884,0.046596,1.542538,0.749708,0.706152,-0.491667
5.700000,-2.227892,2.058503,1.430811,0.146288,-1.152924,1.657926,2.241468,1.814120,1.885685,-0.270383,-0.820731,1.266867,1.112772,0.444538,-0.487600,1.609824,2.882470,0.131688,1.504230,0.163961,-0.151575,2.333820,1.444658,1.610050,2.671285,1.342195,0.545697,0.564590,-0.143987,1.391565,1.176861,0.898191,-0.266822
5.800000,-2.244486,1.893179,1.493554,0.252981,-1.074089,1.674959,2.117247,1.767095,2.028183,-0.360273,-0.850872,1.017158,1.307678,0.483013,-0.538777,1.725139,2.972087,0.259487,1.266395,0.175190,0.040773,2.681430,1.436189,1.771053,2.706511,1.228390,0.580059,0.488107,-0.107078,1.200350,1.456568,0.997099,-0.152307
5.900000,-2.248094,1.748054,1.554190,0.384939,-0.976955,1.684580,2.026201,1.723995,2.125903,-0.309840,-0.598118,0.853495,1.371991,0.385933,-0.590860,1.781367,3.004666,0.286874,0.934748,0.350890,0.089173,2.967526,1.318310,1.972056,2.733887,1.138067,0.637478,0.462018,0.119065,1.068867,1.374227,1.056826,-0.325385
6.000000,-2.250919,1.638923,1.604406,0.533171,-0.879243,1.685672,1.965545,1.712630,2.205539,-0.141925,-0.163695,0.747473,1.255517,0.144840,-0.615590,1.810582,3.004513,0.238483,0.633285,0.632430,0.100394,3.000047,1.063645,2.127610,2.781057,1.092478,0.683892,0.530081,0.464259,0.912268,0.853229,0.987455,-0.793439
6.100000,-2.268535,1.568470,1.636702,0.679699,-0.797511,1.679533,1.962433,1.751751,2.232274,0.084536,0.352130,0.498008,0.935890,-0.197244,-0.595800,1.868016,3.006200,0.235310,0.365639,0.854195,0.293021,2.756160,0.692835,2.207329,2.832514,1.116071,0.669710,0.602338,0.823854,0.569686,0.312570,0.670570,-1.095627
6.200000,-2.313571,1.527509,1.649477,0.805225,-0.746110,1.670946,2.043951,1.799303,2.195360,0.403838,0.612999,0.006260,0.455959,-0.573334,-0.555347,1.960765,3.024857,0.362498,0.129913,0.819189,0.667221,2.368867,0.267554,2.215520,2.842522,1.179932,0.610402,0.547747,0.976675,0.042658,-0.148972,0.235914,-1.081111
6.300000,-2.390866,1.505664,1.647581,0.892577,-0.734050,1.665075,2.132141,1.798901,2.180935,0.748769,0.359704,-0.345625,-0.077018,-0.954275,-0.486816,1.993724,3.045625,0.520532,-0.095885,0.551393,0.895673,1.893047,-0.173290,2.175547,2.791456,1.218870,0.617239,0.372632,0.770128,-0.366435,-0.697495,-0.133343,-0.834546
6.400000,-2.496855,1.497526,1.638135,0.927076,-0.764415,1.664313,2.157085,1.766458,2.229943,0.849789,-0.086971,-0.259836,-0.596348,-1.326532,-0.382786,1.919897,3.067629,0.612064,-0.294124,0.326701,0.834708,1.397679,-0.618622,2.076207,2.749568,1.195600,0.743956,0.256260,0.401301,-0.401865,-1.357760,-0.275011,-0.440368
6.500000,-2.617870,1.498358,1.628277,0.899878,-0.837813,1.669952,2.137723,1.738676,2.296076,0.672343,-0.383962,0.000176,-1.094931,-1.640475,-0.290058,1.778511,3.111804,0.645925,-0.357374,0.273451,0.719489,0.982889,-1.006023,1.899671,2.763471,1.132829,0.921808,0.278181,0.199832,-0.235594,-1.968580,-0.192756,-0.117178
6.600000,-2.734939,1.504257,1.624273,0.809571,-0.950409,1.681384,2.116329,1.707952,2.352931,0.426413,-0.433824,0.167030,-1.514372,-1.862533,-0.250781,1.644709,3.171072,0.673145,-0.225935,0.177886,0.685066,0.785701,-1.291193,1.607024,2.817136,1.071081,1.078477,0.338043,0.222084,-0.189048,-2.422148,-0.057554,0.063382
6.700000,-2.834023,1.510644,1.629156,0.664588,-1.090661,1.693865,2.119052,1.669860,2.397046,0.343033,-0.271136,0.258492,-1.812152,-2.020297,-0.251841,1.546173,3.214336,0.709263,-0.015132,-0.125977,0.644184,1.221645,-1.475743,0.835541,2.882935,1.028612,1.177755,0.337878,0.322836,-0.393087,-2.718941,0.073375,0.166272
6.800000,-2.905222,1.504886,1.645744,0.479705,-1.248562,1.703956,2.151853,1.647004,2.438296,0.500983,0.026952,0.377873,-1.942107,-2.096837,-0.263841,1.473197,3.204599,0.739496,0.130467,-0.608617,0.518962,2.554196,-1.514227,-0.636822,2.940031,1.001352,1.200049,0.238385,0.369812,-0.794859,-2.838466,0.148492,0.209789
6.900000,-2.946483,1.465812,1.674296,0.270935,-1.418955,1.712098,2.215296,1.663722,2.481894,0.789986,0.413225,0.471784,-1.910701,-2.050750,-0.254432,1.447230,3.152377,0.761291,0.215127,-1.108142,0.396569,2.331178,-1.458262,-0.390749,2.982129,0.983414,1.157602,0.086554,0.383069,-1.247427,-2.802484,0.111726,0.186632
7.000000,-2.971431,1.377830,1.701482,0.056920,-1.591102,1.719020,2.275634,1.752728,2.537737,0.995913,0.974627,0.426130,-1.740801,-1.912800,-0.188061,1.488808,3.067118,0.782946,0.372592,-1.569230,0.296590,2.226300,-1.293135,-0.074580,3.024798,0.984233,1.080203,-0.005304,0.499149,-1.680335,-2.636991,-0.002316,0.063455
7.100000,-3.001057,1.237852,1.708006,-0.146048,-1.753401,1.728733,2.255165,1.943701,2.636025,0.775659,1.662491,0.254540,-1.434106,-1.693075,-0.097487,1.457029,2.836403,0.663463,0.624943,-1.906722,-0.335587,2.838449,-1.009546,-0.397976,3.132157,1.015703,1.023279,0.106633,0.794983,-1.942272,-2.306555,-0.166839,-0.210063
