t,truth_x,truth_y,truth_z,truth_roll,truth_pitch,truth_yaw,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_roll,ekf_pitch,ekf_yaw,esekf_x,esekf_y,esekf_z,esekf_vx,esekf_vy,esekf_vz,esekf_roll,esekf_pitch,esekf_yaw,inekf_x,inekf_y,inekf_z,inekf_vx,inekf_vy,inekf_vz,inekf_roll,inekf_pitch,inekf_yaw
3.500000,-0.204384,0.460311,1.356174,-1.148932,1.044373,-1.985068,-1.046725,-1.554566,-1.238831,0.275167,0.345639,-1.641319,0.794210,-0.809357,-0.018217,-1.736007,-1.232708,0.253515,-0.820829,0.645359,1.173761,2.928586,0.122403,0.907259,-0.805199,-0.851412,-2.005578,-1.046657,1.141857,-0.149919,1.894213,0.327108,-0.162557
3.600000,-0.355164,0.533771,1.441286,-1.035950,1.158778,-2.037201,-0.986414,-1.563007,-1.376335,0.635313,0.144903,-1.561660,0.598156,-1.023170,0.027090,-1.820703,-1.155367,0.314673,-0.977278,0.664374,1.042800,2.754906,-0.099607,0.788405,-0.841739,-0.651810,-2.075332,-0.930625,1.223491,-0.236282,1.598919,0.368635,-0.412048
3.700000,-0.503697,0.626494,1.516810,-0.944573,1.245657,-2.089697,-0.912984,-1.586861,-1.495939,0.874704,-0.140287,-1.365990,0.384662,-1.213268,0.076478,-1.913810,-1.057670,0.343545,-1.074442,0.673922,0.780914,2.606696,-0.299763,0.694298,-0.875158,-0.458003,-2.173480,-0.864203,1.154714,-0.364660,1.321497,0.330007,-0.629976
3.800000,-0.639767,0.727627,1.589045,-0.876114,1.306829,-2.140096,-0.825920,-1.646155,-1.598563,0.928785,-0.457123,-1.132489,0.163756,-1.387556,0.131335,-2.003826,-0.950946,0.342620,-1.063030,0.662451,0.435100,2.485043,-0.472704,0.628602,-0.916775,-0.292671,-2.285356,-0.884532,0.973466,-0.459008,1.085230,0.245378,-0.796071
3.900000,-0.760276,0.823600,1.662709,-0.828951,1.345355,-2.187058,-0.745944,-1.730831,-1.684725,0.791643,-0.715830,-0.931820,-0.022684,-1.552815,0.168417,-2.084140,-0.849644,0.316709,-0.930812,0.619210,0.060228,2.406229,-0.628002,0.584472,-0.973319,-0.171332,-2.393919,-0.977224,0.738994,-0.464326,0.913866,0.144810,-0.924932
4.000000,-0.867217,0.901195,1.740905,-0.801885,1.364018,-2.230601,-0.686624,-1.830307,-1.761678,0.518740,-0.880327,-0.832479,-0.138430,-1.718654,0.180386,-2.145236,-0.760020,0.267933,-0.700043,0.556307,-0.313527,2.383211,-0.776255,0.555168,-1.047368,-0.093130,-2.490532,-1.130258,0.524015,-0.378662,0.821489,0.040497,-1.044506
4.100000,-0.965098,0.949668,1.825803,-0.786857,1.364796,-2.272011,-0.650953,-1.931886,-1.843065,0.193479,-0.954213,-0.869043,-0.210895,-1.882559,0.171030,-2.177138,-0.684915,0.197001,-0.390673,0.495811,-0.661493,2.372089,-0.916104,0.539123,-1.140522,-0.047624,-2.571506,-1.330649,0.381713,-0.231598,0.767290,-0.062702,-1.164126
4.200000,-1.058271,0.962932,1.919128,-0.776894,1.348244,-2.312917,-0.641713,-2.026242,-1.940101,-0.131264,-0.957558,-1.029740,-0.270559,-2.018643,0.150186,-2.172509,-0.625892,0.105373,-0.023362,0.450427,-0.959690,2.339287,-1.029117,0.535353,-1.258030,-0.018621,-2.630751,-1.561796,0.332026,-0.052570,0.714009,-0.151029,-1.267016
4.300000,-1.150221,0.939747,2.023156,-0.771897,1.315740,-2.354847,-0.662964,-2.111044,-2.059828,-0.442905,-0.883725,-1.270311,-0.351294,-2.090427,0.129164,-2.129811,-0.580909,-0.008528,0.356731,0.390073,-1.197613,2.274184,-1.085008,0.527211,-1.406473,0.010606,-2.657528,-1.783381,0.371754,0.156950,0.624933,-0.198481,-1.323858
4.400000,-1.242883,0.882845,2.141200,-0.772674,1.272460,-2.398723,-0.728725,-2.177337,-2.202153,-0.782302,-0.675970,-1.506100,-0.504745,-2.065193,0.116606,-2.056872,-0.558764,-0.147173,0.683874,0.277300,-1.393878,2.161990,-1.056818,0.489735,-1.592181,0.046128,-2.621697,-1.942278,0.458011,0.421869,0.445015,-0.169381,-1.312377
4.500000,-1.336664,0.798684,2.276350,-0.785001,1.226798,-2.444060,-0.851746,-2.212202,-2.357308,-1.156851,-0.311147,-1.614600,-0.747729,-1.930958,0.126544,-1.979238,-0.587356,-0.299179,0.876774,0.118213,-1.561126,1.991089,-0.929855,0.463662,-1.798559,0.071911,-2.496436,-1.979383,0.513059,0.750653,0.179404,-0.030591,-1.250336
4.600000,-1.430268,0.695736,2.429906,-0.817946,1.189989,-2.489810,-1.027095,-2.203984,-2.509394,-1.484371,0.206657,-1.501425,-1.098761,-1.701919,0.177301,-1.925887,-0.709278,-0.434515,0.870219,-0.095897,-1.667210,1.749974,-0.691599,0.551646,-1.981006,0.046394,-2.281482,-1.841044,0.467959,1.110200,-0.144618,0.224894,-1.198587
4.700000,-1.520313,0.581539,2.599669,-0.877932,1.174381,-2.534305,-1.236407,-2.154392,-2.645043,-1.642031,0.729921,-1.243564,-1.560011,-1.393009,0.287034,-1.894563,-0.938440,-0.549536,0.671462,-0.426450,-1.664632,1.521630,-0.320695,0.804950,-2.081116,-0.059496,-2.043444,-1.573431,0.317480,1.369267,-0.510279,0.550283,-1.239032
4.800000,-1.603385,0.462265,2.779322,-0.970535,1.189991,-2.575424,-1.494429,-2.071515,-2.742321,-1.704119,0.958502,-1.007003,-1.978181,-1.010975,0.414689,-1.854362,-1.208904,-0.645391,0.408147,-0.767943,-1.538788,1.476809,0.070993,1.122779,-2.088006,-0.229595,-1.876151,-1.327434,0.127452,1.424122,-0.896642,0.848160,-1.449738
4.900000,-1.677999,0.344020,2.960023,-1.094033,1.243200,-2.612062,-1.780179,-1.973767,-2.800749,-1.800676,0.797955,-0.742843,-2.164670,-0.637277,0.494155,-1.808987,-1.430159,-0.726020,0.103630,-0.977872,-1.333540,1.633022,0.343020,1.370508,-2.060840,-0.416970,-1.772947,-1.220397,-0.002885,1.352402,-1.270003,1.037151,-1.848240
5.000000,-1.745777,0.234603,3.133391,-1.233416,1.334775,-2.643700,-2.023325,-1.910174,-2.832337,-1.827596,0.389756,-0.281552,-2.096495,-0.376972,0.533447,-1.810265,-1.613912,-0.807796,-0.323112,-1.123090,-1.060471,1.953121,0.508471,1.514613,-2.063201,-0.550052,-1.662069,-1.264069,0.033665,1.323226,-1.489675,1.111893,-2.297648
5.100000,-1.813979,0.144875,3.294609,-1.365584,1.458257,-2.671254,-2.202040,-1.898520,-2.832441,-1.665104,-0.152475,0.238813,-1.846834,-0.281508,0.532402,-1.872236,-1.760983,-0.863439,-0.799105,-1.121439,-0.683208,2.322007,0.534432,1.553618,-2.114754,-0.571849,-1.513266,-1.356254,0.337694,1.370445,-1.387301,1.128605,-2.550400
5.200000,-1.896764,0.086069,3.442352,-1.470757,1.601065,-2.697884,-2.352410,-1.949831,-2.798741,-1.352961,-0.814064,0.477587,-1.540535,-0.326463,0.497333,-1.961029,-1.866127,-0.872610,-1.188702,-0.951347,-0.221469,2.642882,0.413049,1.526485,-2.172482,-0.440779,-1.381621,-1.328582,0.922880,1.334229,-0.978713,1.103271,-2.516384
5.300000,-2.009172,0.066763,3.574326,-1.542392,1.747134,-2.726219,-2.461123,-2.062793,-2.788108,-0.980475,-1.446790,0.279935,-1.293725,-0.503436,0.451452,-2.038153,-1.982570,-0.833931,-1.420772,-0.818437,0.284293,2.882784,0.169436,1.491924,-2.192582,-0.195838,-1.355758,-1.120219,1.586912,1.045440,-0.482410,0.970695,-2.339043
5.400000,-2.158391,0.092572,3.685568,-1.582214,1.881087,-2.757672,-2.515738,-2.206488,-2.832445,-0.546046,-1.870909,-0.212490,-1.123385,-0.814598,0.392141,-2.075064,-2.179134,-0.762628,-1.539086,-0.883068,0.695013,2.981805,-0.151029,1.452313,-2.182467,0.048933,-1.512101,-0.839850,2.041743,0.457113,-0.125757,0.711003,-2.218038
5.500000,-2.340569,0.164614,3.771550,-1.595930,1.989044,-2.793403,-2.579445,-2.377931,-2.851451,0.023818,-2.065550,-0.648296,-0.983943,-1.195122,0.315517,-2.115973,-2.439079,-0.689407,-1.677273,-1.015695,0.901941,3.019763,-0.508019,1.351612,-2.202106,0.171374,-1.835141,-0.674812,2.119541,-0.292004,0.097362,0.370015,-2.173799
5.600000,-2.542711,0.279729,3.832109,-1.591977,2.058173,-2.832936,-2.641637,-2.600548,-2.802108,0.625004,-2.129951,-0.751672,-0.907955,-1.606525,0.251778,-2.210379,-2.701197,-0.624084,-1.819145,-1.048138,0.920408,3.132014,-0.879449,1.122055,-2.303955,0.137201,-2.218702,-0.707853,1.819818,-0.946757,0.216651,-0.009981,-2.182309
5.700000,-2.748533,0.430515,3.873170,-1.574504,2.079700,-2.874466,-2.599138,-2.862469,-2.784958,0.928510,-2.180099,-0.657739,-1.012296,-2.095562,0.219524,-2.356887,-2.891456,-0.560493,-1.905971,-0.845241,0.775570,-2.821483,-1.215991,0.573867,-2.496902,0.028372,-2.545559,-0.940452,1.372776,-1.268246,0.156869,-0.426167,-2.225578
5.800000,-2.944561,0.602599,3.903615,-1.555839,2.048163,-2.917631,-2.459604,-3.093867,-2.873685,0.855706,-2.103175,-0.765346,-1.300237,-2.646720,0.174946,-2.492209,-2.969038,-0.503119,-1.816372,-0.398885,0.535046,-1.984035,-1.440971,-0.587249,-2.749236,-0.048021,-2.762926,-1.239343,1.093317,-1.189377,-0.120611,-0.868669,-2.230951
5.900000,-3.124050,0.775116,3.931135,-1.562136,1.960624,-2.964457,-2.370779,-3.254234,-2.953908,0.782042,-1.650424,-1.027504,-1.650876,-3.100779,0.084160,-2.567715,-2.979369,-0.537613,-1.471269,-0.033844,0.268520,1.338043,-1.430192,2.025208,-2.987006,-0.015802,-2.860531,-1.288936,1.112469,-0.848955,-0.829751,-1.231680,-1.888131
6.000000,-3.286677,0.924883,3.962285,-1.609085,1.821862,-3.016163,-2.331480,-3.354322,-2.990802,0.863374,-0.842684,-1.117233,-2.065000,2.905972,0.008260,-2.627098,-2.898791,-0.503614,-0.925591,0.375281,0.185636,-2.791367,-1.346833,-0.541640,-3.133657,0.123940,-2.892678,-0.916817,1.295950,-0.566181,-2.187203,-1.254848,-0.987124
6.100000,-3.433646,1.029917,4.004893,-1.703030,1.644728,-3.070744,-2.312806,-3.356142,-3.028283,0.875884,0.101860,-0.825376,-2.544656,2.820369,-0.039675,-2.609846,-2.816489,-0.514100,-0.218671,0.487607,-0.094890,2.710725,-1.378290,-0.218345,-3.164463,0.287226,-2.930062,-0.252030,1.320274,-0.578880,-2.855017,-1.159642,-0.850579
6.200000,-3.562920,1.072194,4.066990,-1.853044,1.446136,-3.125346,-2.293344,-3.291837,-3.031789,0.745872,0.754536,-0.189224,-2.967222,2.948202,-0.050420,-2.550258,-2.775051,-0.584640,0.374640,0.224034,-0.400259,2.371056,-1.210583,-0.258578,-3.142490,0.382132,-2.980902,0.356748,0.989104,-0.788692,3.100984,-1.248415,-0.968519
6.300000,-3.662378,1.040400,4.150749,-2.055755,1.246497,3.105335,-2.214600,-3.224633,-2.976775,0.744861,0.951530,0.530982,3.009793,-3.028718,-0.014687,-2.500367,-2.789074,-0.732077,0.638030,-0.228091,-0.800279,2.184718,-0.892250,-0.375978,-3.123243,0.400619,-2.987873,0.753679,0.406653,-0.944262,2.577782,-1.498293,-0.731048
6.400000,-3.710874,0.934199,4.242332,-2.296839,1.067047,3.055827,-2.044108,-3.173785,-2.893918,1.079709,0.854608,0.933987,2.860511,-2.630332,0.031625,-2.495095,-2.836484,-0.900528,0.531189,-0.616291,-1.166980,2.048440,-0.500206,-0.424075,-3.107111,0.403120,-2.894945,0.950824,-0.220947,-0.894375,0.070795,-1.278133,1.646205
6.500000,-3.693203,0.768707,4.312475,-2.564742,0.924586,3.007380,-1.824144,-3.102042,-2.844014,1.540090,0.786313,0.800984,2.919990,-2.210062,0.025948,-2.532620,-2.876185,-1.040527,0.264882,-0.810537,-1.343378,2.092443,-0.106646,-0.420166,-3.027912,0.476146,-2.708371,1.049007,-0.705396,-0.631997,0.103849,-0.870802,1.660416
6.600000,-3.608576,0.574289,4.333230,-2.842298,0.830170,2.956951,-1.601320,-2.997653,-2.850085,1.797246,0.856522,0.263010,-3.140479,-1.821846,-0.052822,-2.587276,-2.901000,-1.154869,0.000252,-0.798779,-1.336094,2.228553,0.217090,-0.436707,-2.833719,0.635218,-2.512570,1.142448,-0.947279,-0.288356,0.277757,-0.460205,1.675574
6.700000,-3.468195,0.387424,4.297524,-3.107486,0.788438,2.902130,-1.423388,-2.874796,-2.889020,1.773329,1.029107,-0.401757,-2.857325,-1.489022,-0.188596,-2.636509,-2.897778,-1.235641,-0.211695,-0.579429,-1.278549,2.401636,0.412621,-0.516806,-2.558738,0.800459,-2.376689,1.252476,-0.989008,-0.012000,0.494084,-0.120600,1.701175
6.800000,-3.288787,0.232903,4.224987,2.933617,0.794854,2.839850,-1.280004,-2.735281,-2.964504,1.534487,1.245601,-0.871589,-2.584868,-1.264679,-0.343276,-2.673527,-2.824465,-1.309600,-0.337222,-0.187831,-1.255720,2.625247,0.417682,-0.696401,-2.262920,0.902255,-2.310919,1.353601,-0.955981,0.103859,0.717503,0.105554,1.713856
