Time_s,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Roll,Pitch,Yaw
0.0,0.0029293749000000005,-0.00159790894,-0.05966153284,0.029293749000000004,-0.0159790894,-0.5966153284,0.1760734539,0.1172005853,-0.027461384300000002
0.1,0.013652773090000002,-0.00646389726,-0.18224956549000002,0.10723398190000001,-0.048659883200000004,-1.2258803265,0.16161779910000001,-0.0737310642,-0.044365544400000005
0.2,0.035363161000000004,-0.01853970383,-0.35607607795000007,0.2171038791,-0.1207580657,-1.7382651246,-0.21108711419999998,-0.6306463132,-0.05512187040000001
0.30000000000000004,0.06952556066000001,-0.03489806002,-0.5620508683500001,0.34162399660000003,-0.1635835619,-2.059747904,-0.7035614124,-1.459103074,-0.04327390630000001
0.4,0.11477411165000001,-0.056260714770000005,-0.78339827795,0.4524855099,-0.2136265475,-2.213474096,-1.099477759,-2.3756656615000002,-0.04670632910000001
0.5,0.16927690692000003,-0.08009106697000001,-1.00140704459,0.5450279527,-0.23830352200000002,-2.1800876664,-1.4914417474000001,-3.2468044592000003,-0.053819944000000015
0.6,0.22695106859000003,-0.10569982769000001,-1.19742869626,0.5767416167,-0.2560876072,-1.9602165166999999,-1.8956596172000002,-3.9366404113000004,-0.06815372320000002
0.7,0.28329742686000003,-0.13205798644,-1.35594118224,0.5634635827,-0.2635815875,-1.5851248597999998,-2.2615566177,-4.433393988400001,-0.07450855600000002
0.7999999999999999,0.33427167801,-0.1593849332,-1.46494478183,0.5097425114999999,-0.2732694676,-1.0900359958999997,-2.5511895793000003,-4.685572534,-0.06891118050000002
0.8999999999999999,0.37956850796,-0.18747279028,-1.5182820431900002,0.45296829949999995,-0.2808785708,-0.5333726135999997,-2.5759015865000006,-4.656535545900001,-0.040722101300000015
0.9999999999999999,0.4169637151,-0.21403263725,-1.5146910104700002,0.3739520714,-0.2655984697,0.035910327200000314,-2.3808058200000004,-4.3524180897,-0.022474666000000015
1.0999999999999999,0.44797431633,-0.23928498911999999,-1.46619838599,0.31010601229999996,-0.2525235187,0.4849262448000003,-2.0907019055000005,-3.8632569205000005,-0.017521965700000013
1.2,0.46983906022,-0.26413979481,-1.39482273086,0.21864743889999994,-0.2485480569,0.7137565513000004,-1.6972418967000005,-3.2339295976000004,-0.040788614500000014
1.3,0.48282278347999996,-0.28756671804,-1.32437689893,0.1298372325999999,-0.23426923230000002,0.7044583193000004,-1.3053836522000004,-2.4784770463000005,-0.060750836500000016
1.4000000000000001,0.48744015182999995,-0.31117204642,-1.27400364584,0.046173683499999896,-0.2360532838,0.5037325309000004,-1.0197847391000003,-1.7761975604000004,-0.09040175110000001
1.5000000000000002,0.48610709305999994,-0.33588013732,-1.25503467601,-0.013330587700000111,-0.24708090900000002,0.18968969830000038,-0.7176640806000003,-1.3667925100000005,-0.12467671230000002
1.6000000000000003,0.47991361888999995,-0.36103105633,-1.26956611984,-0.061934741700000115,-0.2515091901,-0.14531443829999968,-0.4035709149000003,-1.3650136595000004,-0.13901476380000002
1.7000000000000004,0.47140334813999996,-0.38811024369999997,-1.3162753994999998,-0.08510270750000012,-0.2707918737,-0.4670927965999997,-0.16498466360000028,-1.6018898096000005,-0.1340488522
1.8000000000000005,0.4612270145599999,-0.41792843892,-1.3891779141299998,-0.10176333580000013,-0.2981819522,-0.7290251462999997,0.031283285999999744,-1.9382036942000005,-0.09903662540000001
1.9000000000000006,0.4493388974699999,-0.45130493007,-1.4806949977699997,-0.11888117090000014,-0.3337649115,-0.9151708363999997,0.14724578879999975,-2.2970158094000004,-0.052148778900000005
2.0000000000000004,0.4345797231499999,-0.48862380576,-1.5770862632299996,-0.14759174320000013,-0.3731887569,-0.9639126545999998,0.10303228039999975,-2.5984487403000003,-0.051946282700000006
2.1000000000000005,0.4166520895499999,-0.5291325859,-1.6633606773099996,-0.17927633600000012,-0.4050878014,-0.8627441407999997,-0.06521845000000027,-2.7142845266,-0.053779459300000006
2.2000000000000006,0.3945815909299999,-0.5736715907400001,-1.7270303863099996,-0.22070498620000012,-0.4453900484,-0.6366970899999997,-0.2590665804000003,-2.5822909073,-0.055161949700000004
2.3000000000000007,0.36619853407999986,-0.62248799593,-1.7644642796299996,-0.2838305685000001,-0.4881640519,-0.3743389331999997,-0.4249268578000003,-2.2651666454,-0.0867107718
2.400000000000001,0.32993652560999986,-0.6753347551300001,-1.7788001718299995,-0.3626200847000001,-0.528467592,-0.14335892199999972,-0.5808836091000003,-1.8612671789,-0.101015911
2.500000000000001,0.28473441718999987,-0.7320052360600001,-1.7748496014599995,-0.45202108420000014,-0.5667048093,0.03950570370000028,-0.6308809737000003,-1.4159173589999998,-0.1044132319
2.600000000000001,0.22932170534999985,-0.7884443562100001,-1.7623320819799995,-0.5541271184000002,-0.5643912015,0.12517519480000028,-0.42065424060000023,-0.9610797112999998,-0.1079524776
2.700000000000001,0.16373599278999984,-0.84180770133,-1.7517660884899995,-0.6558571256000002,-0.5336334512,0.10565993490000028,0.013458057499999787,-0.5950923956999998,-0.0782263061
2.800000000000001,0.08766839842999981,-0.8927670775100001,-1.7537679861999995,-0.7606759436000002,-0.5095937618,-0.020018977099999724,0.4601966658999998,-0.33829754589999983,-0.04764997210000001
2.9000000000000012,0.004694065509999776,-0.94054332648,-1.7816202584099994,-0.8297433292000003,-0.4777624897,-0.27852272209999973,0.7730213361999998,-0.22882865309999983,-0.004842635300000002
3.0000000000000013,-0.08195048793000026,-0.9862636621,-1.8439523105599993,-0.8664455344000003,-0.4572033562,-0.6233205214999997,0.9805371880999998,-0.23576863559999983,0.0351972427
3.1000000000000014,-0.1718587322400003,-1.03098784667,-1.9451341810299994,-0.8990824431000003,-0.44724184570000003,-1.0118187046999998,1.1120148782999997,-0.3458625699999998,0.0393220685
3.2000000000000015,-0.26215536962000036,-1.07584634702,-2.0822831488099993,-0.9029663738000003,-0.4485850035,-1.3714896777999999,1.1274700715999997,-0.5414578286999998,0.0327772645
3.3000000000000016,-0.3512050224200004,-1.1202294930299999,-2.2489834339899994,-0.8904965280000003,-0.4438314601,-1.6670028518,1.0664465354999997,-0.8042784698999998,0.0145987603
3.4000000000000017,-0.43971520307000045,-1.1639950290099998,-2.4324000027899997,-0.8851018065000004,-0.43765535980000003,-1.834165688,0.9268600227999997,-1.0655876148999999,-0.0031003876000000007
3.5000000000000018,-0.5273215216700005,-1.2075984119399998,-2.6204824955199997,-0.8760631860000003,-0.4360338293,-1.8808249273,0.7024183961999997,-1.3495300522,-0.005839071100000001
3.600000000000002,-0.6138223925900005,-1.25120312158,-2.80113335607,-0.8650087092000003,-0.4360470964,-1.8065086055,0.47345429669999967,-1.599438524,0.0146767666
3.700000000000002,-0.7002934703500006,-1.29394631497,-2.96222842068,-0.8647107776000003,-0.4274319339,-1.6109506460999998,0.26661261099999967,-1.8246257444,0.045968152500000005
3.800000000000002,-0.7873662591400006,-1.3370423681099999,-3.09504988376,-0.8707278879000002,-0.4309605314,-1.3282146307999998,0.05831164789999965,-2.0295003127,0.08220193640000001
3.900000000000002,-0.8770554689600006,-1.3810904393499999,-3.1912320680999997,-0.8968920982000003,-0.44048071240000003,-0.9618218433999998,-0.05487635430000036,-2.2132494162,0.09540181040000001
4.000000000000002,-0.9687419182600007,-1.42811931997,-3.24616552371,-0.9168644930000003,-0.4702888062,-0.5493345560999997,-0.11274973290000037,-2.3805946359,0.1034378846
4.100000000000001,-1.0634210415000007,-1.47763700467,-3.25680547103,-0.9467912324000003,-0.49517684700000003,-0.1063994731999997,-0.15730053820000037,-2.5453216477000002,0.0989213845
4.200000000000001,-1.1623471603200008,-1.53005457392,-3.2262421026599997,-0.9892611882000003,-0.5241756925000001,0.3056336837000003,-0.21372505060000038,-2.6440416808000005,0.0773673426
4.300000000000001,-1.265461990980001,-1.58423505345,-3.1578197086599995,-1.0311483066000002,-0.5418047953,0.6842239400000003,-0.33244046770000035,-2.6791094392000003,0.055047975
